s,C,C,C
 1.7440159E+003, 2.0385486E+001, 1.1038918E+002, 1.3955172E+002
 1.7450044E+003, 2.0387064E+001, 9.3667799E+001, 1.3793739E+002
 1.7460166E+003, 2.0390269E+001, 9.0763125E+001, 1.3811613E+002
 1.7470172E+003, 2.0373079E+001, 7.3044484E+001, 1.3757284E+002
 1.7480018E+003, 2.0371911E+001, 1.1626226E+002, 1.3933476E+002
 1.7490104E+003, 2.0386277E+001, 1.0553165E+002, 1.3852708E+002
 1.7500234E+003, 2.0419838E+001, 1.1551147E+002, 1.4084405E+002
 1.7510024E+003, 2.0423559E+001, 9.9587416E+001, 1.3961608E+002
 1.7520217E+003, 2.0436953E+001, 1.0563767E+002, 1.4071789E+002
 1.7530196E+003, 2.0430501E+001, 1.1274291E+002, 1.3900162E+002
 1.7540030E+003, 2.0472794E+001, 1.1050630E+002, 1.3987405E+002
 1.7550165E+003, 2.0471679E+001, 9.6905538E+001, 1.4003795E+002
 1.7560034E+003, 2.0449104E+001, 1.0459010E+002, 1.3885032E+002
 1.7570036E+003, 2.0420469E+001, 1.0881019E+002, 1.3675349E+002
 1.7580098E+003, 2.0470736E+001, 8.1766877E+001, 1.3875630E+002
 1.7590156E+003, 2.0441222E+001, 1.0253670E+002, 1.3957504E+002
 1.7600020E+003, 2.0405558E+001, 8.7348842E+001, 1.3814717E+002
 1.7610097E+003, 2.0425554E+001, 9.1770814E+001, 1.3752685E+002
 1.7620020E+003, 2.0375996E+001, 8.7919636E+001, 1.3769135E+002
 1.7630099E+003, 2.0359804E+001, 8.7773912E+001, 1.3719235E+002
 1.7640054E+003, 2.0416335E+001, 1.0744819E+002, 1.3761317E+002
 1.7650207E+003, 2.0393674E+001, 1.0442661E+002, 1.3763635E+002
 1.7660095E+003, 2.0416964E+001, 1.1374065E+002, 1.3992501E+002
 1.7670149E+003, 2.0429976E+001, 5.6193409E+001, 1.3977074E+002
 1.7680202E+003, 2.0435018E+001, 1.0800696E+002, 1.3873299E+002
 1.7690046E+003, 2.0435462E+001, 1.1256395E+002, 1.3673435E+002
 1.7700121E+003, 2.0405808E+001, 9.4445668E+001, 1.3761121E+002
 1.7710000E+003, 2.0412541E+001, 9.6101600E+001, 1.3742089E+002
 1.7720167E+003, 2.0390663E+001, 9.0349478E+001, 1.3803829E+002
 1.7730153E+003, 2.0388383E+001, 9.4082981E+001, 1.3831104E+002
 1.7740136E+003, 2.0390944E+001, 1.0069338E+002, 1.3817509E+002
 1.7750048E+003, 2.0378535E+001, 8.8926960E+001, 1.3741779E+002
 1.7760187E+003, 2.0435722E+001, 1.1375210E+002, 1.3868467E+002
 1.7770099E+003, 2.0454493E+001, 1.0139116E+002, 1.3923113E+002
 1.7780006E+003, 2.0464738E+001, 7.1419592E+001, 1.3791037E+002
 1.7790203E+003, 2.0488100E+001, 1.0764338E+002, 1.4269560E+002
 1.7800114E+003, 2.0478665E+001, 9.6185346E+001, 1.3889000E+002
 1.7810199E+003, 2.0463143E+001, 1.0175247E+002, 1.3837273E+002
 1.7820047E+003, 2.0404940E+001, 1.0015000E+002, 1.3729020E+002
 1.7830064E+003, 2.0399917E+001, 9.7376027E+001, 1.3951968E+002
 1.7840004E+003, 2.0402064E+001, 9.2744181E+001, 1.3820407E+002
 1.7850035E+003, 2.0421299E+001, 1.0056400E+002, 1.3773502E+002
 1.7860158E+003, 2.0393572E+001, 8.9763408E+001, 1.3607933E+002
 1.7870084E+003, 2.0379621E+001, 9.7863554E+001, 1.4134686E+002
 1.7880072E+003, 2.0410185E+001, 9.8700544E+001, 1.3855195E+002
 1.7890044E+003, 2.0478708E+001, 1.1251077E+002, 1.3777560E+002
 1.7900105E+003, 2.0490221E+001, 8.5478875E+001, 1.4067188E+002
 1.7910170E+003, 2.0468196E+001, 6.0603014E+001, 1.4025634E+002
 1.7920091E+003, 2.0405438E+001, 9.2469310E+001, 1.3816217E+002
 1.7930138E+003, 2.0416563E+001, 7.0091323E+001, 1.3847059E+002
 1.7940025E+003, 2.0419568E+001, 1.0419203E+002, 1.3885964E+002
 1.7950048E+003, 2.0428222E+001, 1.0976639E+002, 1.3868278E+002
 1.7960143E+003, 2.0420709E+001, 1.0662722E+002, 1.3771014E+002
 1.7970186E+003, 2.0463532E+001, 1.1131692E+002, 1.3947100E+002
 1.7980229E+003, 2.0449470E+001, 1.0532822E+002, 1.3870142E+002
 1.7990163E+003, 2.0400300E+001, 1.1482179E+002, 1.3868640E+002
 1.8000000E+003, 2.0397080E+001, 1.1501705E+002, 1.3968017E+002
